	Organism	Txid	Temp	OGT	Source	Features
892	Methanolobus psychrophilus R15	420950,1094980		18.0	http://www.ncbi.nlm.nih.gov/pubmed/18676698	{'AssemblyID': 'GCA_000306725.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000306725.1_ASM30672v1'}
893	Candidatus Nitrosoarchaeum limnia SFB1	1007084,886738		22.0	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3043068/	{'AssemblyID': 'GCA_000204585.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000204585.1_ASM20458v1'}
894	Methanoculleus marisnigri JR1	2198,368407		22.0	http://www.google.com/url?sa=t&rct=j&q=methanoculleus%20marisnigri%20jr1&source=web&cd=2&ved=0CDcQFjAB&url=http%3A%2F%2Fwww.standardsingenomics.org%2Findex.php%2Fsigen%2Farticle%2Fview%2Fsigs.32535%2Fpdf_11&ei=wgpfUcTEOuu00AGM2YGABQ&usg=AFQjCNF3W2dV2f78M8	{'AssemblyID': 'GCA_000015825.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000015825.1_ASM1582v1'}
895	Methanococcoides burtonii DSM 6242	29291,259564		23.4	http://www.sciencedirect.com/science/article/pii/S0723202011801177	{'AssemblyID': 'GCA_000013725.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000013725.1_ASM1372v1'}
896	Candidatus Nitrosopumilus koreensis AR1	1510466,1229908		25.0	http://www.ncbi.nlm.nih.gov/genome/?term=txid1510466[Organism:exp]	{'AssemblyID': 'GCA_000299365.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000299365.1_ASM29936v1'}
897	Candidatus Nitrosopumilus sp. AR2	1229909,1229909		25.0	http://www.ncbi.nlm.nih.gov/genome/?term=txid1229909[Organism:noexp]	{'AssemblyID': 'GCA_000299395.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000299395.1_ASM29939v1'}
898	Methanolobus tindarius DSM 2278	2221,1090322		25.0	http://www.sciencedirect.com/science/article/pii/S0721957182800057 http://www.atcc.org/products/all/35996.aspx#culturemethod	{'AssemblyID': 'GCA_000504205.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000504205.1_ASM50420v1'}
899	Nitrosopumilus maritimus SCM1	338192,436308		27.0	http://www.ncbi.nlm.nih.gov/pubmed/20421470 http://www.nature.com/nature/journal/v461/n7266/full/nature08465.html	{'AssemblyID': 'GCA_000018465.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018465.1_ASM1846v1'}
900	Candidatus Nanosalina sp. J07AB43	889948,889948		28.0	http://www.nature.com/ismej/journal/v6/n1/full/ismej201178a.html	{'AssemblyID': 'GCA_000220375.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000220375.1_ASM22037v1'}
901	Candidatus Nanosalinarum sp. J07AB56	889962,889962		28.0	http://www.nature.com/ismej/journal/v6/n1/full/ismej201178a.html	{'AssemblyID': 'GCA_000220355.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000220355.1_ASM22035v1'}
902	Halogeometricum pallidum JCM 14848	411361,1227487		30.0	http://www.ncbi.nlm.nih.gov/pubmed/18398182	{'AssemblyID': 'GCA_000337095.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337095.1_ASM33709v1'}
903	Methanobacterium lacus	877455,877455		30.0	http://www.ncbi.nlm.nih.gov/pubmed/21890730?dopt=Abstract	{'AssemblyID': 'GCA_000191585.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000191585.1_ASM19158v1'}
904	Methanosphaerula palustris E1-9c	475088,521011		30.0	http://www.ncbi.nlm.nih.gov/pubmed/19406770	{'AssemblyID': 'GCA_000021965.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000021965.1_ASM2196v1'}
905	Methanoregula formicica SMSP	882104,593750		32.0	http://www.ncbi.nlm.nih.gov/pubmed/19667393	{'AssemblyID': 'GCA_000327485.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000327485.1_ASM32748v1'}
906	Halorubrum lacusprofundi ATCC 49239	2247,416348		34.0	http://www.sciencedirect.com/science/article/pii/S0723202088800444	{'AssemblyID': 'GCA_000022205.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022205.1_ASM2220v1'}
907	Haloferax sulfurifontis ATCC BAA-897	255616,662480		35.0	http://www.ncbi.nlm.nih.gov/pubmed/15545470	{'AssemblyID': 'GCA_000337835.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337835.1_ASM33783v1'}
908	Methanobacterium paludis	868131,868131		35.0	http://www.ncbi.nlm.nih.gov/pubmed/24449792	{'AssemblyID': 'GCA_000214725.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000214725.1_ASM21472v1'}
909	Methanomethylovorans hollandica DSM 15978	101192,867904		35.0	http://aem.asm.org/content/65/8/3641.full.pdf	{'AssemblyID': 'GCA_000328665.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000328665.1_ASM32866v1'}
910	Methanoregula boonei 6A8	358766,456442		35.0	http://www.ncbi.nlm.nih.gov/pubmed/20154331	{'AssemblyID': 'GCA_000017625.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000017625.1_ASM1762v1'}
911	Methanosarcina barkeri str. Fusaro	2208,269797		35.0	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1636319/	{'AssemblyID': 'GCA_000195895.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000195895.1_ASM19589v1'}
912	Methanosarcina mazei Go1	2209,192952		35.0	http://ijsb.sgmjournals.org/content/34/2/263.full.pdf	{'AssemblyID': 'GCA_000007065.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000007065.1_ASM706v1'}
913	Methanospirillum hungatei JF-1	2203,323259		35.0	http://ijs.sgmjournals.org/content/24/4/465.full.pdf+html	{'AssemblyID': 'GCA_000013445.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000013445.1_ASM1344v1'}
914	Natrialba asiatica DSM 12278	64602,29540		35.0	http://ijs.sgmjournals.org/content/51/3/1133.full.pdf	{'AssemblyID': 'GCA_000337555.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337555.1_ASM33755v1'}
915	Methanocella paludicola SANAE	570267,304371		36.0	http://ijs.sgmjournals.org/content/58/4/929.short	{'AssemblyID': 'GCA_000011005.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011005.1_ASM1100v1'}
916	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	1406512,1295009		37.0	http://genomea.asm.org/content/1/4/e00453-13.full	{'AssemblyID': 'GCA_000404225.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000404225.1_ASM40422v1'}
917	Candidatus Methanomethylophilus alvus Mx1201	1291540,1236689		37.0	http://www.ncbi.nlm.nih.gov/pubmed/23209209	{'AssemblyID': 'GCA_000300255.2', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000300255.2_ASM30025v2'}
918	Halarchaeum acidiphilum MH1-52-1	489138,1261545		37.0	http://www.ncbi.nlm.nih.gov/pubmed/19965997	{'AssemblyID': 'GCA_000474235.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000474235.1_ASM47423v1'}
919	Haloarcula californiae ATCC 33799	244363,662475		37.0	http://www.ncbi.nlm.nih.gov/pubmed/22848480	{'AssemblyID': 'GCA_000337755.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337755.1_ASM33775v1'}
920	Haloarcula hispanica ATCC 33960	51589,634497		37.0	http://www.sciencedirect.com/science/article/pii/S0723202086801527	{'AssemblyID': 'GCA_000223905.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000223905.1_ASM22390v1'}
921	Haloarcula sinaiiensis ATCC 33800	35742,662476		37.0	http://www.ncbi.nlm.nih.gov/pubmed/22848480 http://www.atcc.org/~/ps/33800.ashx	{'AssemblyID': 'GCA_000337275.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337275.1_ASM33727v1'}
922	Haloarcula vallismortis ATCC 29715	28442,662477		37.0	http://www.atcc.org/products/all/43784.aspx#culturemethod	{'AssemblyID': 'GCA_000337775.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337775.1_ASM33777v1'}
923	Halococcus hamelinensis 100A6	332168,1132509		37.0	http://www.ncbi.nlm.nih.gov/pubmed/16738110	{'AssemblyID': 'GCA_000336675.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336675.1_ASM33667v1'}
924	Halococcus morrhuae DSM 1307	2250,931277		37.0	http://www.atcc.org/products/all/43103.aspx#culturemethod	{'AssemblyID': 'GCA_000336695.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336695.1_ASM33669v1'}
925	Halococcus saccharolyticus DSM 5350	62319,1227455		37.0	http://www.sciencedirect.com/science/article/pii/S0723202089800104 http://www.dsmz.de/catalogues/details/culture/DSM-5350.html	{'AssemblyID': 'GCA_000336915.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336915.1_ASM33691v1'}
926	Halococcus thailandensis JCM 13552	335952,1227457		37.0	http://www.ncbi.nlm.nih.gov/pubmed/17911282	{'AssemblyID': 'GCA_000336715.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336715.1_ASM33671v1'}
927	Haloferax denitrificans ATCC 35960	35745,662478		37.0	http://www.atcc.org/products/all/35960.aspx#culturemethod	{'AssemblyID': 'GCA_000337795.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337795.1_ASM33779v1'}
928	Haloferax gibbonsii	35746,35746		37.0	http://www.atcc.org/products/all/33959.aspx#culturemethod	{'AssemblyID': 'GCA_001190965.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001190965.1_ASM119096v1'}
929	Haloferax lucentense DSM 14919	2254,1230452		37.0	http://link.springer.com/article/10.1007%2Fs00792-002-0282-7	{'AssemblyID': 'GCA_000336795.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336795.1_ASM33679v1'}
930	Haloferax sp. ATCC BAA-644	1227462,1227462		37.0	http://www.atcc.org/products/all/BAA-644.aspx#culturemethod	{'AssemblyID': 'GCA_000336975.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336975.1_ASM33697v1'}
931	Halogranum salarium B-1	693851,1210908		37.0	http://www.ncbi.nlm.nih.gov/pubmed/21616619	{'AssemblyID': 'GCA_000283335.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000283335.1_162.HSB1.1'}
932	Halopiger xanaduensis SH-6	387343,797210		37.0	http://www.ncbi.nlm.nih.gov/pubmed/17625165	{'AssemblyID': 'GCA_000217715.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000217715.1_ASM21771v1'}
933	Haloquadratum walsbyi DSM 16790	293091,362976		37.0	http://www.straininfo.net/publications/95463/browser/pubmed http://onlinelibrary.wiley.com/doi/10.1111/j.1462-2920.2004.00692.x/full	{'AssemblyID': 'GCA_000009185.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000009185.1_ASM918v1'}
934	Halorubrum californiensis DSM 19288	416585,1227465		37.0	http://www.ncbi.nlm.nih.gov/pubmed/19060045	{'AssemblyID': 'GCA_000336875.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336875.1_ASM33687v1'}
935	Halorubrum coriense DSM 10284	64713,1227466		37.0	https://www.dsmz.de/catalogues/details/culture/DSM-10284.html	{'AssemblyID': 'GCA_000337035.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337035.1_ASM33703v1'}
936	Halorubrum hochstenium ATCC 700873	1227480,1227481		37.0	http://www.atcc.org/products/all/700873.aspx#culturemethod	{'AssemblyID': 'GCA_000337075.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337075.1_ASM33707v1'}
937	Halorubrum kocurii JCM 14978	478441,1230456		37.0	http://www.ncbi.nlm.nih.gov/pubmed/18768599	{'AssemblyID': 'GCA_000337355.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337355.1_ASM33735v1'}
938	Halostagnicola larsenii XH-48	353800,797299		37.0	http://ijs.sgmjournals.org/content/56/7/1519.full.pdf	{'AssemblyID': 'GCA_000517625.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000517625.1_ASM51762v1'}
939	Haloterrigena salina JCM 13891	504937,1227488		37.0	http://www.ncbi.nlm.nih.gov/pubmed/19060076?dopt=Abstract	{'AssemblyID': 'GCA_000337495.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337495.1_ASM33749v1'}
940	Halovivax asiaticus JCM 14624	332953,1227490		37.0	http://www.ncbi.nlm.nih.gov/pubmed/16585691	{'AssemblyID': 'GCA_000337515.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337515.1_ASM33751v1'}
941	Halovivax ruber XH-70	387341,797302		37.0	http://ijs.sgmjournals.org/content/57/5/1024.long	{'AssemblyID': 'GCA_000328525.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000328525.1_ASM32852v1'}
942	Methanobacterium formicicum	2162,2162		37.0	http://jb.asm.org/content/177/3/858	{'AssemblyID': 'GCA_000762265.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000762265.1_ASM76226v1'}
943	Methanobrevibacter smithii ATCC 35061	2173,420247		37.0	http://www.pnas.org/content/104/25/10643.abstract	{'AssemblyID': 'GCA_000016525.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000016525.1_ASM1652v1'}
944	Methanocorpusculum labreanum Z	83984,410358		37.0	http://ijs.sgmjournals.org/content/39/1/10.abstract	{'AssemblyID': 'GCA_000015765.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000015765.1_ASM1576v1'}
945	Methanoculleus bourgensis MS2	83986,1201294		37.0	http://ijs.sgmjournals.org/content/40/2/117.abstract	{'AssemblyID': 'GCA_000304355.2', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000304355.2_Mb_MS2'}
946	Methanohalophilus mahii DSM 5219	2176,547558		37.0	http://ijs.sgmjournals.org/content/38/1/122.abstract	{'AssemblyID': 'GCA_000025865.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025865.1_ASM2586v1'}
947	Methanolacinia petrolearia DSM 11571	54120,679926		37.0	http://www.ncbi.nlm.nih.gov/pubmed/9037763	{'AssemblyID': 'GCA_000147875.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000147875.1_ASM14787v1'}
948	Methanosaeta concilii GP6	2223,990316		37.0	http://ijs.sgmjournals.org/content/40/1/79.short	{'AssemblyID': 'GCA_000204415.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000204415.1_ASM20441v1'}
949	Methanosaeta harundinacea 6Ac	301375,1110509		37.0	http://ijs.sgmjournals.org/content/56/1/127.full	{'AssemblyID': 'GCA_000235565.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000235565.1_ASM23556v1'}
950	Natrialba taiwanensis DSM 12281	160846,1230458		37.0	http://ijs.sgmjournals.org/content/51/3/1133.full.pdf	{'AssemblyID': 'GCA_000337595.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337595.1_ASM33759v1'}
951	Natrinema pellirubrum DSM 15624	69525,797303		37.0	http://ijs.sgmjournals.org/content/48/4/1187.full.pdf	{'AssemblyID': 'GCA_000230735.3', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000230735.3_ASM23073v3'}
952	Natrinema sp. J7-2	406552,406552		37.0	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3402447/	{'AssemblyID': 'GCA_000281695.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000281695.1_ASM28169v1'}
953	Natronobacterium gregoryi SP2	44930,797304		37.0	http://ijs.sgmjournals.org/content/47/3/853.full.pdf	{'AssemblyID': 'GCA_000230715.3', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000230715.3_ASM23071v3'}
954	Salinarchaeum sp. Harcht-Bsk1	1333523,1333523		37.0	http://www.ncbi.nlm.nih.gov/genome/?term=txid1333523[Organism:noexp]	{'AssemblyID': 'GCA_000403645.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000403645.1_ASM40364v1'}
955	Haloferax mediterranei ATCC 33500	2252,523841		38.0	http://mic.sgmjournals.org/content/119/2/535	{'AssemblyID': 'GCA_000306765.2', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000306765.2_ASM30676v2'}
956	Halosimplex carlsbadense 2-9-1	171164,797114		38.0	http://www.ncbi.nlm.nih.gov/pubmed/12486452	{'AssemblyID': 'GCA_000337455.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337455.1_ASM33745v1'}
957	Methanobrevibacter sp. AbM4	224719,224719		38.0	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3746419/pdf/sigs.3977691.pdf	{'AssemblyID': 'GCA_000404165.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000404165.1_ASM40416v1'}
958	Methanococcus maripaludis C7	39152,426368		38.0	http://link.springer.com/article/10.1007/BF00408015	{'AssemblyID': 'GCA_000017225.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000017225.1_ASM1722v1'}
959	Methanococcus vannielii SB	2187,406327		38.0	http://link.springer.com/article/10.1007/BF00408015#page-1	{'AssemblyID': 'GCA_000017165.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000017165.1_ASM1716v1'}
960	Methanococcus voltae A3	2188,456320		38.0	http://jb.asm.org/content/149/3/852.short	{'AssemblyID': 'GCA_000006175.2', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000006175.2_ASM617v2'}
961	Methanosphaera stadtmanae DSM 3091	2317,339860		38.0	http://www.ncbi.nlm.nih.gov/pubmed/3994486	{'AssemblyID': 'GCA_000012545.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000012545.1_ASM1254v1'}
962	Natrialba magadii ATCC 43099	13769,547559		38.0	http://ijsb.sgmjournals.org/content/47/3/853.short http://www.sciencedirect.com/science/article/pii/S0723202084800508	{'AssemblyID': 'GCA_000025625.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025625.1_ASM2562v1'}
963	Natrinema gari JCM 14663	419186,1230459		38.0	http://www.ncbi.nlm.nih.gov/pubmed/18842859	{'AssemblyID': 'GCA_000337175.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337175.1_ASM33717v1'}
964	Natrinema pallidum DSM 3751	69527,1227495		38.0	ijsb.sgmjournals.org/content/48/4/1187.full.pdf	{'AssemblyID': 'GCA_000337615.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337615.1_ASM33761v1'}
965	Natronomonas moolapensis 8.8.11	416273,268739		38.0	http://www.ncbi.nlm.nih.gov/pubmed/19667395	{'AssemblyID': 'GCA_000591055.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000591055.1_ASM59105v1'}
966	Ferroplasma acidarmanus fer1	97393,333146		39.0	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC383147/	{'AssemblyID': 'GCA_000152265.2', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000152265.2_ASM15226v2'}
967	Methanobrevibacter ruminantium M1	83816,634498		39.0	http://www.ncbi.nlm.nih.gov/pubmed/17329767	{'AssemblyID': 'GCA_000024185.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000024185.1_ASM2418v1'}
968	Thermoplasmatales archaeon BRNA1	1054217,1054217		39.0	http://www.ncbi.nlm.nih.gov/genome/?term=txid1054217[Organism:noexp]	{'AssemblyID': 'GCA_000350305.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000350305.1_ASM35030v1'}
969	Haloarcula argentinensis DSM 12282	43776,1230451		40.0	http://ijs.sgmjournals.org/content/47/1/73.long	{'AssemblyID': 'GCA_000336895.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336895.1_ASM33689v1'}
970	Halococcus salifodinae DSM 8989	36738,1227456		40.0	http://www.mdpi.com/2075-1729/3/1/244/htm	{'AssemblyID': 'GCA_000336935.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336935.1_ASM33693v1'}
971	Halogeometricum borinquense DSM 11551	60847,469382		40.0	http://www.ncbi.nlm.nih.gov/pubmed/9828431	{'AssemblyID': 'GCA_000172995.2', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000172995.2_ASM17299v2'}
972	Halomicrobium mukohataei DSM 12286	57705,485914		40.0	http://www.ncbi.nlm.nih.gov/pubmed/8995805	{'AssemblyID': 'GCA_000023965.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000023965.1_ASM2396v1'}
973	Halorubrum litoreum JCM 13561	409316,1227483		40.0	http://www.ncbi.nlm.nih.gov/pubmed/17911283?dopt=Abstract	{'AssemblyID': 'GCA_000337395.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337395.1_ASM33739v1'}
974	Halorubrum tebenquichense DSM 14210	119434,1227485		40.0	http://www.ncbi.nlm.nih.gov/pubmed/11837297	{'AssemblyID': 'GCA_000337415.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337415.1_ASM33741v1'}
975	Methanofollis liminatans DSM 4140	2201,28892		40.0	http://www.ncbi.nlm.nih.gov/pubmed/10028269	{'AssemblyID': 'GCA_000275865.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000275865.1_ASM27586v1'}
976	Methanoplanus limicola DSM 2279	2315,937775		40.0	http://link.springer.com/article/10.1007%2FBF00690813#page-1	{'AssemblyID': 'GCA_000243255.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000243255.1_ASM24325v1'}
977	Methanosarcina acetivorans C2A	2214,188937		40.0	http://www.ncbi.nlm.nih.gov/pubmed/16346552	{'AssemblyID': 'GCA_000007345.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000007345.1_ASM734v1'}
978	Natrialba aegyptia DSM 13077	129789,1227491		40.0	http://ijs.sgmjournals.org/content/51/3/1133.full.pdf	{'AssemblyID': 'GCA_000337535.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337535.1_ASM33753v1'}
979	Natronococcus occultus SP4	29288,694430		40.0	https://microbewiki.kenyon.edu/index.php/Natronococcus	{'AssemblyID': 'GCA_000328685.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000328685.1_ASM32868v1'}
980	Halalkalicoccus jeotgali B3	413810,795797		41.0	http://www.ncbi.nlm.nih.gov/pubmed/17911300	{'AssemblyID': 'GCA_000196895.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000196895.1_ASM19689v1'}
981	Haloarcula amylolytica JCM 13557	396317,1227452		41.0	http://www.ncbi.nlm.nih.gov/pubmed/17220450	{'AssemblyID': 'GCA_000336615.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336615.1_ASM33661v1'}
982	Halobacterium salinarum R1	2242,478009		41.0	http://link.springer.com/article/10.1007%2Fs00792-004-0403-6	{'AssemblyID': 'GCA_000069025.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000069025.1_ASM6902v1'}
983	Halobacterium sp. NRC-1	2242,64091		41.0	http://link.springer.com/article/10.1007%2Fs00792-004-0403-6	{'AssemblyID': 'GCA_000006805.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000006805.1_ASM680v1'}
984	Halorubrum aidingense JCM 13560	368623,1230454		41.0	http://ijs.sgmjournals.org/content/56/7/1631.full	{'AssemblyID': 'GCA_000336995.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000336995.1_ASM33699v1'}
985	Halorubrum terrestre JCM 10247	267368,1227486		41.0	http://ijs.sgmjournals.org/content/54/2/389.full.pdf	{'AssemblyID': 'GCA_000337435.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337435.1_ASM33743v1'}
986	Natronococcus jeotgali DSM 18795	413812,1227498		41.0	http://www.ncbi.nlm.nih.gov/pubmed/17766885	{'AssemblyID': 'GCA_000337695.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337695.1_ASM33769v1'}
987	Natronolimnobius innermongolicus JCM 12255	253107,1227499		41.0	http://www.ncbi.nlm.nih.gov/pubmed/15841343	{'AssemblyID': 'GCA_000337215.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337215.1_ASM33721v1'}
988	Halobiforma nitratireducens JCM 10879	130048,1227454		42.0	http://www.ncbi.nlm.nih.gov/pubmed/12508897	{'AssemblyID': 'GCA_000337895.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337895.1_ASM33789v1'}
989	Halorubrum arcis JCM 13916	368454,1230455		42.0	http://www.ncbi.nlm.nih.gov/pubmed/17473261	{'AssemblyID': 'GCA_000337015.1', 'FTP ref': 'ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000337015.1_ASM33701v1'}
